tweet;class1;classification
Noch mehr, wie lange in Venezuela die Sicherheitskräfte hinter Maduro stehen, sollte uns interessieren, wie lange sie in Frankreich hinter #Macron stehen.;0;0
@HeikoHain Nein. Ich war vor 6 Wochen selber Zuschauer im Studio.;0;0
Der schon seit zweieinhalb Jahren pensionierte WDR-Angestellte Rolf-Dieter Krause ist auch so ein trauriges Beispiel, wie das Staatsfernsehen gern als Journalisten verkleidete Agitatoren der Regierungspolitik in ihre Talkshows schleusen. |LBR| #hartaberfair;1;1
Die Geschichte wird Merkel, Macron, Trump und deren Streitereien vergessen. |LBR| Aber sie wird als größtes Ereignis unserer Epoche berichten, dass es der chinesischen Führung gelang, ein Fünftel der Menschheit aus Hunger und bitterer Armut in eine wohlhabende Gesellschaft zu führen.;0;0
Es kostet mich schon genügend, um mit Kleidung, Heizung, Klimaanlage und vielem mehr auf das jeweilige aktuelle Tageswetter zu reagieren. Ich sehe nicht ein, nun auch noch Geld für völlig unbewiesene Klimamassnahmen für die Zeit in 80 Jahren vorzustrecken.;0;0
#Digitalisierung macht alles schneller, hektischer, effizienter, personaleinsparender, unpersönlicher und kontrollierbarer. |LBR| Ich brauche das nicht. |LBR| Aber es nützt Großkonzernen und Staaten, für die Arbeitnehmer bzw. Steuerzahler nur auspressbare Datensätze auf zwei Beinen sind.;0;0
Ich finde, die prominenten Journalisten im öffentlich-rechtlichen Fernsehen haben sich in den letzten beiden Jahren deutlich stärker radikalisiert als ich.;0;0
Heute war es in Köln so ungefähr zwischen 13-14.30 Uhr so warm wie sonst den ganzen Tag nicht. Für mich eine klare Folge des Klimawandels. |LBR| Ich habe Angst.;0;0
Es ist wie Gehirnwäsche: Während „Moderator“ Walde die Unweltministerin zum #Tempolimit befragt, zeigt @berlindirekt Hintergrundbilder mit einem bösen Tagebaubagger und danach (eindeutig aus dem Ausland) dunkel qualmende Schornsteine. |LBR| Der deutsche Autofahrer ist an allem schuld.;0;0
@KathaSchulze Kein Mensch ist illegal. Auch kein kleiner.;0;0
@BayernSPD @NataschaKohnen Könnte sich denn Frau Kohnen einen Ausstieg aus der Berufspolitik überhaupt wirtschaftlich leisten? #alternativlos;0;0
Ohne Pause plappert meine 4jährige Stieftochter mit wichtiger Mine auf mich ein. |LBR| Ihr 6jähriger Bruder ist in sein Spiel vertieft. Niemand kann sich erinnern, wann er heute zuletzt gesprochen hat. |LBR| Nicht die Erziehung, sondern die Natur formt das Sozialverhalten der Geschlechter.;0;0
@SteveWeb777 Satire. |LBR| Wenn die für ihre Propaganda Kinder instrumentalisieren, dann kann ich auch.;0;0
@peteraltmaier @georgesoros Hinter Soros‘ „global values“ steckt die Zerschlagung gewachsener Nationen in Gesellschaften ohne Identität, weil diese unpolitisch werden und sich dann besonders leicht manipulieren lassen. Gelungen ist dies bereits in unseren;1;1
Die Kriegsgeneration meiner Familie bestand aus 40 Erwachsenen. Muss ich nun erst in einem akkuraten Punktemodell ausrechnen, wer davon Verfolgter, Nazigegner, Mitläufer oder Naziwähler war, um zu wissen, ob ich in 2019 die Schuld der Täter oder eher den Status als Opfer trage?;0;0
@neothemarius Hitlers Krieg raubte meiner Omi - wegen ihres tiefen katholischen Glaubens eine Nazigegnerin - nicht nur das Leben, sondern auch den jüdischen Schwiegersohn, der sich nach Bolivien rettete. Genügt das, oder kann eine deutsche Nichtjüdin prin;0;0
Demokratie stößt bei dem von Merkel so gelobten #Multilateralismus in Konstrukten wie EU oder UN auf praktische Grenzen: Der Bürger weiß gar nicht mehr, wer für was der Urheber ist und wen er deshalb wählen oder abwählen kann. Er herrscht nur noch die Bürokratie des Superstaats.;0;0
Der Europäische „Gerichtshof“ verdient nicht die Bezeichnung Gericht im Sinne der demokratischen Gewaltenteilung: Während die nationalen Gerichte über Gesetze der Legislative urteilen, legt der #EUGH Staatsverträge aus, die die nationalen Exekutiven miteinander vereinbart haben.;0;0
"Blick zum Nachbarn: In Österreich werfen Linke den Andersdenkenden zwar nicht vor, Nazis zu sein, denn alle Österreicher halten sich kollektiv für Hitlers erste Opfer statt seine ersten Helfer. Ersatzweise wird aber behauptet, die FPÖ wird Rechtsstaat &amp; Menschenrechte abschaffen.";1;1
@hecklers_koch 58. |LBR| Männliche Männer haben ja schon Christi Himmelfahrt (=Vatertag).;0;0
Frau Knoblochs Oma wurde im KZ umgebracht. |LBR| Ich habe meine Oma nie kennengelernt. Erschöpft von Bombenkrieg und Flucht starb sie mit 47 Jahren. Ihren sieben Kindern verbat sie als Nazigegnerin die HJ-Mitgliedschaft. |LBR| Warum gilt Frau Knobloch als Opferenkel und ich als Täterenkel?;0;0
Enthusiastisch feiert die @tagesschau im ersten Filmbericht, dass es der besten Regierung, die wir je hatten, gelungen sei, die Zahl der neuen Asylbewerber von 2017 auf 2018 etwas zu senken. Unbeantwortet lässt sie die Frage, wer denn dann meine Rente zahlen soll. |LBR| #Goldfachkräfte;0;0
Das #Geniale <U+0001F607> an meinen Tweets ist nicht so sehr der großartige Inhalt, sondern die jeweilige Länge, mit der ich in bewundernswerter Treffsicherheit schon beim ersten Heruntertippen den maximal möglichen Zeichenumfang immer vollständig ausschöpfe wie z.B. hier bei diesem Tweet.;0;0
Wie schon andere in der Politik gestrandete Kleinbürger zeigt Merkel ihre #Kulturlosigkeit durch den öffentlich zelebrierten Besuch von Wagner-Opern im entlarvenden Irrglauben, je lauter die Musik, je größer der Chor und je bunter die Kostüme, desto mehr Kunst müsse es wohl sein.;1;1
Die meisten Sender und ein großer Teil der Presse hinterfragen schon lange nicht mehr die Regierungsphrasen kritisch. Für sie besteht journalistische Arbeit offenbar nur noch darin, diese Phrasen in die Sprache ihrer jeweiligen Zielgruppe von ZEIT bis RTL2 griffig zu übersetzen.;1;1
@HeinrichHeine12 „Großmutter“ ist verboten. Es heißt Großelternteil.;0;0
Der psychologische Grund für Habecks Flucht aus dem für ihn zu frechen Twitter ist: Als Welterklärer der absoluten Wahrheit fühlt er sich anderen moralisch überlegen. Es muss für ihn unerträglich sein, wenn diese niederen anderen seine Wahrheiten überspitzt kritisieren dürfen.;1;1
Im #Genderwahn der Stadt Hannover muss das örtliche Theater Goethes Hauptwerk nun wohl wie folgt anpassen: |LBR| Faust: |LBR| Mein schönes Fräulein, darf ich wagen, |LBR| Meinen Arm und Geleit Ihr anzutragen? |LBR| Margarete: |LBR| Bin kein Fräulein, sondern divers, |LBR| Ihre weiße Altmännersprache ist pervers.;0;0
@PaulZiemiak Sie suggerieren mit Ihrem Tweet, die Abgeordneten hätten den Saal verlassen, weil nach ihrer Ansicht Frau Knobloch die Nazi-Verbrechen zu scharf kritisiert hätte. Das war aber nicht der Grund, und das wissen Sie auch ganz genau.;0;0
@HugoMuellerVogg @AfD Was ist das denn für eine seltsame Dialektik? Weil Menschen sich empört wehren, öffentlich in die geistige Nähe zu Nazis gebracht zu werden, beweisen sie mit dieser Empörtheit, dass sie Nazis eigentlich doch ok finden?;0;0
@ZDFheute Woran machen Sie journalistisch fest, dass eine Sammlung schriftlicher Absichtserklärungen, die die breite politische Öffentlichkeit bis gestern weder ahnte noch vermisste, bereits heute als „historischer Akt“ zu werten sei? Das ZDF und Merkels ;1;1
Kriminelle sind keine Kollateralschäden der Migration, sondern das eigentliche Klientel, das angelockt werden soll. Denn diese Brutalos sind unverzichtbar für den (von linksgrün ja gar nicht bestrittenen) Wunsch zur Zerschlagung Deutschland als ethnisch erkennbare Kulturnation.;1;1
@Kachelmann Vielleicht ist die mediale Winterhysterie ein urbanes Kleidungsphänomen. Ich (aus dem ländlichen Raum kommend) staune, dass hier in Köln die meisten U50-Männer von Oktober-April nur ein dünnes Jäckchen haben. Die sind dann immer sehr panisch, ;0;0
Die #EU ähnelt der FIFA: Ihre Anführer lassen sich gern wie Staatsoberhäupter hofieren. Dabei sind es vielfach doch nur versoffene, korrupte Funktionäre, die deshalb Macht haben, weil sie unkontrolliert über das anvertraute Gemeinschaftsgeld ihrer Mitglieder verfügen können.;1;1
Großkotzig belehrt die #EU in allen weltweiten Krisen die Konfliktparteien, sich vertraglich zu einigen. Was ist es eigentlich für ein Signal an die Welt, wenn sie sich selber aber nicht mit einem Mitgliedsstaat auf einen vernünftigen Austrittsvertrag einigen will? #AnneWill;1;1
Würde PM May über Verhandlungscleverness verfügen, würde sie sich zunächst mit dem eigenen Parlament auf einen Brexit-Vertrag einigen und diesen „vorratizierten“ Vertragsentwurf der EU vorlegen. Bei Ablehnung läge der Schwarze Peter für mögliches Chaos dann bei der EU. #AnneWill;0;0
Es ist die Lebenslüge der EU, dass ohne sie die europäischen Staaten unfähig wären, miteinander Handelsabkommen zu schließen. Ein #Brexit ohne Austrittschaos, sondern Handelsregelungen, die im Wesentlichen unverändert blieben, wäre der Tod für die Brüsseler Bürokratie. #AnneWill;0;0
Ja, wo seid Ihr denn? Sommertags sind unsere Stadtparks immer rappelvoll mit türkischen und arabischen Großfamilien. Doch nun bei knackigem Winterwetter genießen fast nur deutsche Spaziergänger mit ihren dick verpackten Kindern den herrlichen Sonnenschein.<U+0001F60E><U+2603><U+FE0F>;1;1
Den Medien ist es gelungen, dass sich die meisten Menschen mehr Sorgen über das Verschwinden der Wildbienen und Feldhamster machen als über das Verschwinden deutschstämmiger Kinder in unseren Schulen.;0;0
Das ist doch wohl klar: Ein Krimigant, der mehrere Pässe hat, verdient bei Straftaten dann auch die entsprechend multiplizierte Strafe. Für jede Identität einmal.;1;1
Studienabbrecher, schwadronierende Lebenskünstler und aus dem Parteiapparat hochgezüchtete Politroboter: |LBR| Die Führungsspitze der Grünen ist im sozialwissenschaftlichen Sinne „asozial“. Sie verachten uns Normalmenschen mit einem geregelten privaten und beruflichen Lebensentwurf.;1;1
Immer lächerlicher verdrehen die grün unterwanderten öffentlich-rechtlichen Sender jede innen- oder außenpolitische Nachricht zum Schicksalskampf von gut (=links) gegen böse. Deutschlands Staatsjournalisten sind in den offenen Kriegszustand mit der Wahrheit eingetreten.;1;1
Steckbrief: Der heutige #Nazi enttarnt sich dadurch, dass er die Regierungspolitik kritisch oder sogar spöttisch kommentiert („Hass“), sich durch Weltuntergangspanik der Medien nicht ängstigen lässt, und er in faschistoiden Kleingruppen lebt, die man früher mal „Familie“ nannte.;1;1
Sinn der Demokratie ist, dass „Volksvertreter“ die (halb-)staatlichen Verwaltungssysteme kontrollieren und bändigen. Synthetisch designte Politiker wie Macron oder AKK aber entstammen als bewährte Kader genau diesen Bürokratien und verkörpern sie perfekt in Habitus und Denkweise.;1;1
Schon die Selbstbezeichnung „grün“ ist eine Lüge im Parteinamen der Grünen. Tatsächlich sind sie zu Beginn der 80er aus der gut organisierten RAF-Unterstützerszene entstanden. Ökologie ist nur deren Verpackung. Das wahre Ziel bleibt die Zerschlagung der bürgerlichen Gesellschaft.;1;1
Der jahrzehntealte, blutige Krieg zwischen der Schweiz und Polen kann nur beendet werden, wenn sich beide Länder endlich eine gemeinsame Währung geben. |LBR| #Friedensprojekt_EURO;0;0
@QueeniePi Mir wäre es neu, dass H4-Empfänger ihre Fingerabdrücke abgeben müssen. Kennt sich hier im Thread jemand aus und kann das bitte beantworten?;0;0
Laut marokkanischer Bekannte sei ein beliebter Trick unter Landsleuten: |LBR| - Ausweis als verloren melden und einen neuen (zweiten) Pass in der Heimat mit kleiner Korrektur des Vor- oder Nachnamens beantragen |LBR| - damit in der Nachbarstadt unter Scheinadresse ein 2. Hartz4 beantragen.;1;1
@KoeppelRoger Die Lebenslüge der EU: Ohne sie würden die Länder Europas nicht mehr miteinander Handel treiben und alle in Armut versinken (wie z.B. Schweiz und Norwegen).;0;0
@german_critical Ich bin zu meiner Überlegung gekommen, nachdem SPD-Stegner heute getwittert hat, der Verfassungsschutz solle „die Rechtspopulisten“ beobachten, also nicht nur Rechtsextreme. Das bedeutet: Egal, wie weit ich mich nach links annähere: Stegn;0;0
Die AfD-Gegner haben sich in die Massensuggestion hineingesteigert, die Nazis seien zurückgekehrt, und gegen diese sei alles erlaubt. Ihr Wahn, den verlorenen Kampf der Demokraten von 1933 nun zu revanchieren, kann nichts stoppen - auch nicht, dass es gar keine Nazis mehr gibt.;1;1
@KoeppelRoger Viele, vielleicht sogar die meisten Deutschen sind keine überzeugten Demokraten, sondern ertragen Demokratie und Liberalität als verdiente Buße für den verlorenen Krieg. Langfristig wird sich leider der deutsche Drang zum weltverbessernden K;1;1
Etwas spitzfindig stelle ich mir die Frage, ob nach Meinung von Linken ihre Forderung #NazisRaus auch für einen rechtlich nicht ausreisepflichtigen Ausländer gilt, der einräumt, Faschist zu sein. |LBR| Oder bricht dann der linke Ausländerbonus dessen Gesinnung, und er darf bleiben?;0;0
Hinter dem #Brexit und der Unfähigkeit beider Seiten, den Austritt rational zu gestalten, steckt eine Grundsatzfrage, die die Politik zu lange vor sich herschiebt und mit den Bürgern nicht ehrlich bespricht: Soll die #EU eigentlich ein Zollkartell bleiben oder ein Staat werden?;0;0
Ab jetzt binden wir den Verfassungsschutz @BfV_Bund am Besten immer in alle unsere Tweets ein. So können sie in Echtzeit überprüfen, ob jemand mit seinen Zweifeln an der Alternativlosigkeit der Politik von Frau Dr. <U+2764><U+FE0F>Merkel<U+2764><U+FE0F> mglw. versehentlich etwas über die Stränge schlägt.;0;0
@Ruebenhorst „Cynisch“. |LBR| Zum allerersten Mal haben auch Sie einen Fehler im Tweet. Oder haben Sie ihn nur absichtlich platziert in der tsinyschen Berechnung, kleine Fehler machen Sie dem Leser menschlicher und sympathischer?;0;0
Lieber #Verfassungsschutz, braucht Ihr noch V-Leute für die AfD-Überwachung? Ich könnte für Euch regierungskritische Tweets sammeln und ausschneiden. |LBR| Man sieht sich.<U+0001F575><U+FE0F><U+200D><U+2642><U+FE0F>;0;0
@willplaat Ich setze ab jetzt beim Tweeten einfach eine Sonnebrille auf.<U+0001F60E>;0;0
#Gelbwesten-Protest wäre in der Vorzeigedemokratie Deutschland übrigens verboten, denn § 3 (1) des Versammlungsgesetzes regelt: „Es ist verboten, öffentlich oder in einer Versammlung ... gleichartige Kleidungsstücke als Ausdruck einer gemeinsamen politischen Gesinnung zu tragen.“;0;0
@mrtnschn Verstehe ich. Aber ich berichte über TV-Sendungen, die man selber in Mediatheken finden kann oder bringe Infos, die sich schnell per Google finden und vertiefen lassen. Wir müssen die von den Altmedien anerzogene Denkweise ablegen, in einem FAZ-;0;0
Als eine der drei wichtigsten Entscheidungen, die er als EVP-Vorsitzender bisher in der EU auf den Weg gebracht hat, prahlt der CSU-Weber allen Ernstes mit dem „Plastikverbot“. |LBR| Verbote für den Bürger als Lebensziel. Was für ein trauriger Mensch. #hartaberfair;0;0
Vier der fünf Diskutanten bei #hartaberfair dozieren belehrend, dass der basisdemokratische Brexit-Entscheid falsch sei. Einer fordert sogar, Volksabstimmungen in UK zu verbieten. |LBR| Genau diese Haltung zeigt, warum sich die Briten nichts mehr von der EU vorschreiben lassen wollen.;0;0
Bitte verzichten Sie darauf, mich nach Quellen oder Infos zu fragen. Ich bin nicht Ihre Suchmaschine. |LBR| Meine Tweets sollen nicht Ihre Fragen beantworten, sondern Sie zu eigenständiger Recherche und eigener Meinungsbildung aufstacheln. Das ist ja das Subversive an meinem Account.;0;0
@ManfredWeber @akk Juncker war 2014 mutiger: Er kandidierte als Kommissionspräsident, ohne sich gleichzeitig mit einem Listenplatz finanziell abzusichern, falls er kein Präsident würde. |LBR| Ihre #Doppelkandidatur mit Netz und doppelten Boden vergrault v;0;0
Eine Zukunft als Kleinstpartei ist für die SPD noch entwürdigender als ganz zu verschwinden. Ich ahne schon jubelnde Sozen auf Wahlpartys, weil sie entgegen der Umfragen doch knapp zweistellig geworden sind. Und Nahles hüpft fröhlich vor die Kameras mit „12 %“ auf der Schuhsohle.;0;0
@peteraltmaier @MarkusBlume Wenn die EU unserer Automobilindustrie die Herstellung von Verbrennungsmotoren mittelfristig faktisch durch absurde Abgasgrenzwerte verbieten will, dann schadet sie „dem nationalen Interesse Deutschlands in schwerster Weise“.;0;0
Frau Wagenknecht in #berlindirekt zum Wählerwechsel von ihren Linken zur AfD vor allem im Osten: |LBR| „Wir wir Wähler verlieren, haben WIR etwas falsch gemacht und nicht der Wähler.“;0;0
„Gelbe Westen und Gewalt“: Mit diesem hetzerischen Spruch im Trailer für #berlindirekt arbeitet Moderator Walde an dem viel zu durchsichtigen Versuch, dem deutschen Michel einzutriggern, dass Protest gegen eine Regierung immer gleichbedeutend mit Gewalt sei. Das Regime hat Angst.;0;0
@mariae_gloria Fehlt nur noch die <U+0001F955> im Gesicht.;0;0
#Islamisierung ist wie Schach: Bevor die Figuren offensiv eingesetzt werden, bringt man erst mal seine Truppen auf dem Spielfeld in aussichtsreiche Schlüsselpositionen und schwächt die Optionen des Gegners.;0;0
Blick von außen auf Deutschland: Meine ungarische Nachbarin ist gestern aus dem heimatlichen Weihnachtsurlaub nach Köln zurückgekehrt. Sie möge aber rechtzeitig nach Ungarn fliehen, wenn in Deutschland Unruhen losbrechen, mahnte sie der besorgte Vater beim tränenreichen Abschied.;0;0
Es ist ohnehin ein Wunder, dass sich im bürokrat. Hochlohnland Deutschland bis heute so große Automobil- und Maschinenbausektoren halten konnten. Wenn sie durch politische Experimente der Ökospinner zerschlagen würden, kämen sie NIE wieder, auch nicht nach einer anschl. Revolte.;1;1
Die moralischen Motive waren bei Napoleon (Aufklärung), den Nazis (Rassismus) oder der EU (Multilateralismus) unterschiedlich. Doch aus russ. Perspektive wirkt es ähnlich, wenn sich ein (zwangs)geeintes Westeuropa immer wieder expansiv Osteuropa inkl. Ukraine einverleiben will.;0;0
Die #SPD wird historisch doch noch gebraucht: Sie hat die vielleicht unfreiwillige, aber wichtige Rolle, die Grünen so lange wie möglich aus einer unionsgeführten Bundesregierung herauszuhalten, was unser Land dann wohl endgültig ruinieren würde.;0;0
@alx_froehlich Merken Sie denn gar nicht, dass Sie Ihren Text durch den unverschämten Vergleich mit einem der schlimmsten Massenmörder der Menschheitsgeschichte selber entwerten und damit jeder weiteren sachlichen Diskussion entziehen?;1;1
@rbrinkhaus @cducsubt @rponline Lasst mal die Kirche im Dorf. Es war eben doch nicht eine rechte Verschwörung oder der böse Russe oder ein Super-Hacker, sondern nur ein 20jähriges Milchgesicht, der aus dem Kinderzimmer bei seinen Eltern heraus mit stupide;1;1
Als sie selber noch Schülerin war, habe sie in ihrer Klasse viele deutsche Vorbilder gehabt, die sie motivierten, berichtet eine türkischstämmige Grundschullehrerin aus Essen in einer WDR-Doku. „Das ist heute anders. Die deutschen Kinder sind alle weg“, klagt sie.;0;0
Betreutes Denken: Nach einem Bericht über die US-Innenpolitik mit Präsident Trump auf den letzten Filmbildern verzieht die Moderatorin der WDR-@aktuelle_stunde erst noch sekundenlang wie ein trotziges Kind angeekelt ihr Gesicht, bevor sie das nächste Thema anmoderiert.;1;1
Auf den Videoaufnahmen kann die Polizei nicht erkennen, ob mit einem Gegenstand auf #Magnitz eingeprügelt wurde. WDR verfälscht dies zu einem angeblichen Beweis, dass definitiv nur per Hand geschlagen wurde, und jubelt stündlich in den Radionachrichten, er sei nur blöd gestürzt.;0;0
Auf einen meiner Follower, Herrn MdB @Frank_Magnitz, wurde gestern Abend ein Mordanschlag verübt. Das Eingreifen eines mutigen Passanten rettete ihm wohl das Leben. Hoffentlich wird er schnell wieder gesund. Ich empfinde diese Attacke wie einen Anschlag auf mich selbst. |LBR| #Magnitz;0;0
@Milvus84 @m_aus_s Ihr Bild mit dem Mikrofon für alle gefällt mir sehr gut. Ich werde diese Metapher irgendwann mal in einem neuen Tweet nutzen und Sie in guter Twitter-Tradition <U+0001F607> als Erfinder unterschlagen.;0;0
@drumheadberlin @BILD_Politik Ich komme aus seinem Wahlkreis. 1979, zur ersten Europawahl, hatte ich ihn noch gewählt. Da war er 31 Jahre jung. Ich wusste damals noch nicht, dass er ein Bertelsmann-Lobbyist ist. Heute ist er ein alter, müder und oft peinl;1;1
@h_aus_koeln_ Ich habe noch nie einen Tweet von Politikern der Union, der SPD oder von Grünen gesehen, bei dem zu spüren gewesen wäre, dass der Verfasser neugierig auf Kommentare ist und eine kleine Debatte anstoßen möchte.;0;0
"Warum hassen viele Politiker Twitter &amp; Facebook? |LBR| Im verbalen Diskurs können sie als Profi-Dampfplauderer jeden Normalbürger müde quatschen oder niederbrüllen. Haben wir aber die Chance, unsere Meinung in Ruhe aufzuschreiben, entlarven sich ihre Phrasen und sie stehen nackt dar.";1;1
Langweilige Chats aus dem langweiligen Privatleben langweiliger Berufspolitiker werden nicht dadurch plötzlich spannend, weil sie gehackt wurden.;1;1
Wie wenig die Altmedien vom Internet verstanden haben, merkt man, wenn sie - wie jetzt beim neuesten #Hackerangriff - mit verdruckster Weltverschwörungsterminologie über böse „Server im Ausland“ faseln.;1;1
@ARD_BaB @Die_Gruenen Was für ein weinerlicher Waschlappen. Die bösen anderen hätten schuld an seinen Entgleisungen. Der Typ darf niemals an die Schalthebeln der Macht.;1;1
Friesenphilosoph #Habeck darf seit einem Jahr jede Woche in irgendeiner TV-Talkshow seine öffentlichen Kurzstatements üben. Wenn er trotzdem in einem Video Unfug redet, ist nur er daran schuld, aber doch nicht die anderen Nutzer dieses Mediums, über das er seine Videos versendet.;0;0
@RobertHabeck Ihr verunglücktes Videostatement hat doch rein gar nichts mit Twitter zu tun. Sie hätten dies ja auch in irgendeine Kamera eines TV-Teams hineinsprechen können.;0;0
@Gruene_TH @RobertHabeck Die Leute haben es „falsch verstanden“? Schade, dass die Bevölkerung zu blöd ist für den Friesenphilosoph Habeck.;1;1
Es wird in 2019 einen Zeitpunkt geben, ab dem die Mehrheit der CDU-Berufspolitiker hofft, dass sie unter einer schwachen Kanzlerin AKK mehr Einfluss gewinnen können als sie jetzt bei einem Abgang Merkels verlieren würden. Und genau dann werden sie #Merkel zum Rücktritt drängen.;0;0
@michael_seyfert Oder Satire, um die akute Personalnot der SPD bei der Barley-Nachfolge aufzuzeigen.;0;0
@Flann1000 @bertusbouwman Vorbild Niederlande: Wir brauchen eigene Wegenetze für Radfahrer, aber keine für Kinder hochgefährlichen, hastig aufgemalten Randstreifen auf Straßen, wo die tatsächliche (nicht erlaubte) Durchschnittsgeschwindigkeit bei 60 km/h ;0;0
@bertusbouwman Sorry, aber Sie haben als Radfahrer auf einer dreispurigen Straße nichts zu suchen, auch wenn die Stadtverwaltung aus politischer Korrektheit dort einen „Radweg“ aufgepinselt hat. Radler sind auf solchen städtischen Zubringerstraßen ein Ver;0;0
Armer Josef. Erst erzählt ihm seine arbeitslose Freundin, sie sei von Gott geschwängert worden, und dann bringen kurz nach der Geburt drei Männer Geschenke fürs Kind. #dreikoenigstag;0;0
Bei der nächsten freiheitlichen Revolution der europäischen Bevölkerung werden diesmal die Franzosen keine Gefängnisse und die Deutschen keine Geheimdienstzentralen stürmen, sondern die Wut der Straße wird sich auf die Nester des manipulierenden Staatsfunks richten.;1;1
@MegaStoned1948 @zeitonlinesport „Allez, allez, allez - eine Straße, viele Bäume, das ist eine Allee.“ |LBR| Dieses Blödsinnslied grölte der VfB-Block damals fast das ganze Spiel lang in Leverkusen. Ich saß in F4 direkt neben dem Auswärtsblock. Es war une;0;0
Meine Eltern und deren Eltern wurden als Kinder noch bei jedem Vergehen geprügelt. Ich wurde hingegen nie geschlagen. |LBR| Es ist ein großartiges Verdienst dieser Elterngeneration, dass sie ab den 70er Jahren eine uralte Tradition des Prügelns in Deutschland einfach beendet haben.;0;0
@jreichelt @aufstehen_de @SWagenknecht Der im Tweet genannte ARD-Vorsitzende #Wilhelm war zuvor Merkels Regierungssprecher und davor Stoibers Pressesprecher. Sein Vater saß 33 (!) Jahre lang für die CSU im Landtag. Ist diese klebrige Nähe eines „Journalis;1;1
@zeitonlinesport Ich meide Stadionbesuche, wenn Stuttgart zu Gast ist, nachdem ich mal von deren grenzdebilen Auswärtsfans einen kinderliedähnlichen Endlosgesang über eine „Allee mit vielen Bäumen“ in einer 70minütigen, ununterbrochenen Dauerschleife ertr;1;1
@wiwo Wir sind keine Geschöpfe (Kinder) des Staates, sondern der Staat ist unser Geschöpf.;0;0
@cptcoock Nein, das ist nicht umweltschädlich. Das von Ihnen morgendlich emittierte Biogas setzt nur jenes CO2 frei, das erst einige Monate zuvor vom Weizen durch Photosynthese aus der Atmosphäre entnommen und in der Pflanze gebunden war. Prost!;0;0
@_donalphonso Frau @KathaSchulze spielt nur eine konzipierte Rolle. Ihre politischen Aktionen gründen nicht auf eigener Überzeugung, sondern bedienen einen exklusiv für ihre Wähler(kunden) designten Lifestyle. Echte Umweltschützer werden auf grünen Partei;1;1
@lukelametta Die EU ist für viele Deutsche die süsse Illusion, man habe nach zwei verlorenen Weltkrieg am Ende dann doch den Kontinent unter deutsche Kontrolle gebracht.;0;0
@ReegEgil Altmaier besteht nur aus heißer Luft und wiegt daher viel weniger als man denkt.;1;1
@PkZaryte Er ist doch nur ein Abenteuer für Robert.;0;0
@Real_Arnek Aber ich habe doch das Gesicht verpixelt.;0;0
@katarinabarley Woher wissen Sie das? Auf t-online wird jemand interviewt, der den Hacker angeblich kennt. Dieser sei Einzelgänger mit dem Motiv „Wichtigtuerei“. |LBR| Ich finde es nicht richtig, dass eine Bundesjustizministerin ihre Mutmassungen über das;0;0
@PaulZiemiak @CDU Ist es für Sie ein „fairer Wettbewerb“, wenn Robert Habeck jede Woche eine Bühne in den Talkshows von ARD und ZDF erhält?;0;0
@cducsubt @PSchnieder Gilt das auch für „Kontodaten“ in Steueroasen? #PanamaPapers;0;0
Gucken Sie mal auf @Umweltbundesamt: Die Behörde listet in bienenfleißiger Beflissenheit alles auf, was das Leben bequem macht und daher verboten gehört. Die Belehrungstweets sind dabei in dem für deutsche Bürokraten typischen Impetus der ökomoralischen Überheblichkeit gefasst.;1;1
@winterfrank35 Darf ich als Deutscher keine Russen mögen?;0;0
@Georg_Pazderski Privat und im Beruf liegt mir die Rolle des Schimpfenden gar nicht. Denn wenn mir dort etwas nicht passt, ändere ich es. |LBR| Genauso wähle ich die AfD nicht bloß als Ventil für meinen politischen Ärger. Ich will, dass sich effektiv etwa;0;0
Ich mache mir Sorgen. Es wächst gerade eine Generation auf, die hört von früh bis spät in den Leitmedien, in der Schule und von der Politik, wie moralisch minderwertig Amerikaner, Russen, Türken, Polen und Ungarn seien. |LBR| Wird diese Generation den Frieden halten? #Merkelrassismus;1;1
@tobiashans @CDU Soll das auch für junge Einwohner mit Doppelpaß gelten?;0;0
"@AnjaReschke1 Die Polizei rät: |LBR| Wütende Männer lieber nur in den Arm nehmen, wenn sie weiß sind; ansonsten besser eine Armlänge Abstand.";1;1
Russenhetze auf allen Kanälen: RTL unterlegt das Video einer abstürzenden Paketdrohne im sibirischen Ulan-Ude gehässig mit der russischen Nationalhymne und blödem Bandgelächter. Merkels Medien betreiben psychologische Kriegsvorbereitung durch Verachtung der Nachbarvölker.;1;1
Die schlimme Amokfahrt von #Bottrop zeigt: Wir haben schon genug Probleme mit unseren eigenen Irren. Unser Land wird nicht sicherer, wenn wir durch unkontrollierte Grenzen zusätzlich auch noch zum Sammelpunkt aller übrigen Irren der Welt werden.;1;1
@sarahbosetti Es ist kein Fall bekannt, wo z.B. Fußballhooligans einem Kind in den Bauch getreten oder einen Senior die Treppe herunter gestoßen haben. Diese in unserem freundlichen Land bisher unbekannte Brutalität hat eben doch nur etwas mit der zivilis;1;1
@Ralf_Stegner Meine Schwester arbeitet in der Automobilzulieferindustrie. Sie bekommt Existenzangst, wenn Sie (wie auch Merkel in der Neujahrsansprache) den „ökologischen Umbau der Industrie“ ankündigen. Denn mit diesem Umbau ist in Wirklichkeit die Verni;0;0
